fiscal_year,rd_expense,fiscal_period,filed,cik,source
2023.0,3722000000,Q3,2023-09-06,1730168,xbrl
2022.0,1255000000,Q3,2022-09-08,1730168,xbrl
2023.0,1255000000,Q3,2023-09-06,1730168,xbrl
2022.0,4919000000,FY,2022-12-16,1730168,xbrl
2023.0,4919000000,FY,2023-12-14,1730168,xbrl
2023.0,1195000000,Q1,2023-03-08,1730168,xbrl
2023.0,2507000000,Q2,2023-06-07,1730168,xbrl
2023.0,1312000000,Q2,2023-06-07,1730168,xbrl
2023.0,3865000000,Q3,2023-09-06,1730168,xbrl
2023.0,1358000000,Q3,2023-09-06,1730168,xbrl
2023.0,5253000000,FY,2023-12-14,1730168,xbrl
2013.0,4519000000,FY,2013-06-26,1341439,xbrl
2013.0,1050000000,Q1,2012-09-24,1341439,xbrl
2013.0,2152000000,Q2,2012-12-21,1341439,xbrl
2013.0,1102000000,Q2,2012-12-21,1341439,xbrl
2013.0,3297000000,Q3,2013-03-22,1341439,xbrl
2013.0,1145000000,Q3,2013-03-22,1341439,xbrl
2013.0,4523000000,FY,2013-06-26,1341439,xbrl
2014.0,4523000000,FY,2014-06-26,1341439,xbrl
2013.0,1201000000,Q1,2012-09-24,1341439,xbrl
2014.0,1201000000,Q1,2013-09-20,1341439,xbrl
2013.0,2400000000,Q2,2012-12-21,1341439,xbrl
2014.0,2400000000,Q2,2013-12-20,1341439,xbrl
2013.0,1199000000,Q2,2012-12-21,1341439,xbrl
2014.0,1199000000,Q2,2013-12-20,1341439,xbrl
2013.0,3586000000,Q3,2013-03-22,1341439,xbrl
2014.0,3586000000,Q3,2014-03-20,1341439,xbrl
2013.0,1186000000,Q3,2013-03-22,1341439,xbrl
2014.0,1186000000,Q3,2014-03-20,1341439,xbrl
2013.0,4850000000,FY,2013-06-26,1341439,xbrl
2014.0,4850000000,FY,2014-06-26,1341439,xbrl
2015.0,4850000000,FY,2015-06-25,1341439,xbrl
2014.0,1237000000,Q1,2013-09-20,1341439,xbrl
2015.0,1237000000,Q1,2014-09-23,1341439,xbrl
2014.0,2510000000,Q2,2013-12-20,1341439,xbrl
2015.0,2510000000,Q2,2014-12-19,1341439,xbrl
2014.0,1273000000,Q2,2013-12-20,1341439,xbrl
2015.0,1273000000,Q2,2014-12-19,1341439,xbrl
2014.0,3803000000,Q3,2014-03-20,1341439,xbrl
2015.0,3803000000,Q3,2015-03-19,1341439,xbrl
2014.0,1292000000,Q3,2014-03-20,1341439,xbrl
2015.0,1292000000,Q3,2015-03-19,1341439,xbrl
2014.0,5151000000,FY,2014-06-26,1341439,xbrl
2015.0,5151000000,FY,2015-06-25,1341439,xbrl
2016.0,5151000000,FY,2016-06-22,1341439,xbrl
2015.0,1329000000,Q1,2014-09-23,1341439,xbrl
2016.0,1329000000,Q1,2015-09-18,1341439,xbrl
2015.0,2718000000,Q2,2014-12-19,1341439,xbrl
2016.0,2718000000,Q2,2015-12-18,1341439,xbrl
2015.0,1389000000,Q2,2014-12-19,1341439,xbrl
2016.0,1389000000,Q2,2015-12-18,1341439,xbrl
2015.0,4088000000,Q3,2015-03-19,1341439,xbrl
2016.0,4088000000,Q3,2016-03-18,1341439,xbrl
2015.0,1370000000,Q3,2015-03-19,1341439,xbrl
2016.0,1370000000,Q3,2016-03-18,1341439,xbrl
2015.0,5524000000,FY,2015-06-25,1341439,xbrl
2016.0,5524000000,FY,2016-06-22,1341439,xbrl
2017.0,5524000000,FY,2017-06-27,1341439,xbrl
2016.0,1390000000,Q1,2015-09-18,1341439,xbrl
2017.0,1390000000,Q1,2016-09-19,1341439,xbrl
2016.0,2834000000,Q2,2015-12-18,1341439,xbrl
2017.0,2834000000,Q2,2016-12-19,1341439,xbrl
2016.0,1444000000,Q2,2015-12-18,1341439,xbrl
2017.0,1444000000,Q2,2016-12-19,1341439,xbrl
2016.0,4253000000,Q3,2016-03-18,1341439,xbrl
2017.0,4253000000,Q3,2017-03-17,1341439,xbrl
2016.0,1419000000,Q3,2016-03-18,1341439,xbrl
2017.0,1419000000,Q3,2017-03-17,1341439,xbrl
2016.0,5787000000,FY,2016-06-22,1341439,xbrl
2017.0,5787000000,FY,2017-06-27,1341439,xbrl
2018.0,5787000000,FY,2018-06-22,1341439,xbrl
2017.0,1520000000,Q1,2016-09-19,1341439,xbrl
2018.0,1520000000,Q1,2017-09-18,1341439,xbrl
2017.0,3030000000,Q2,2016-12-19,1341439,xbrl
2018.0,3030000000,Q2,2017-12-18,1341439,xbrl
2017.0,1510000000,Q2,2016-12-19,1341439,xbrl
2018.0,1510000000,Q2,2017-12-18,1341439,xbrl
2017.0,4551000000,Q3,2017-03-17,1341439,xbrl
2018.0,4551000000,Q3,2018-03-21,1341439,xbrl
2017.0,1521000000,Q3,2017-03-17,1341439,xbrl
2018.0,1521000000,Q3,2018-03-21,1341439,xbrl
2017.0,6159000000,FY,2017-06-27,1341439,xbrl
2018.0,6159000000,FY,2018-06-22,1341439,xbrl
2019.0,6153000000,FY,2019-06-21,1341439,xbrl
2018.0,1574000000,Q1,2017-09-18,1341439,xbrl
2019.0,1572000000,Q1,2018-09-19,1341439,xbrl
2018.0,3049000000,Q2,2017-12-18,1341439,xbrl
2019.0,3045000000,Q2,2018-12-19,1341439,xbrl
2018.0,1475000000,Q2,2017-12-18,1341439,xbrl
2019.0,1473000000,Q2,2018-12-19,1341439,xbrl
2018.0,4547000000,Q3,2018-03-21,1341439,xbrl
2019.0,4541000000,Q3,2019-03-18,1341439,xbrl
2018.0,1498000000,Q3,2018-03-21,1341439,xbrl
2019.0,1496000000,Q3,2019-03-18,1341439,xbrl
2018.0,6091000000,FY,2018-06-22,1341439,xbrl
2019.0,6084000000,FY,2019-06-21,1341439,xbrl
2020.0,6084000000,FY,2020-06-22,1341439,xbrl
2019.0,1564000000,Q1,2018-09-19,1341439,xbrl
2020.0,1564000000,Q1,2019-09-13,1341439,xbrl
2019.0,3039000000,Q2,2018-12-19,1341439,xbrl
2020.0,3039000000,Q2,2019-12-13,1341439,xbrl
2019.0,1475000000,Q2,2018-12-19,1341439,xbrl
2020.0,1475000000,Q2,2019-12-13,1341439,xbrl
2019.0,4464000000,Q3,2019-03-18,1341439,xbrl
2020.0,4464000000,Q3,2020-03-13,1341439,xbrl
2019.0,1426000000,Q3,2019-03-18,1341439,xbrl
2020.0,1426000000,Q3,2020-03-13,1341439,xbrl
2019.0,6026000000,FY,2019-06-21,1341439,xbrl
2020.0,6026000000,FY,2020-06-22,1341439,xbrl
2021.0,6026000000,FY,2021-06-21,1341439,xbrl
2020.0,1557000000,Q1,2019-09-13,1341439,xbrl
2021.0,1557000000,Q1,2020-09-15,1341439,xbrl
2020.0,3088000000,Q2,2019-12-13,1341439,xbrl
2021.0,3088000000,Q2,2020-12-11,1341439,xbrl
2020.0,1531000000,Q2,2019-12-13,1341439,xbrl
2021.0,1531000000,Q2,2020-12-11,1341439,xbrl
2020.0,4588000000,Q3,2020-03-13,1341439,xbrl
2021.0,4588000000,Q3,2021-03-11,1341439,xbrl
2020.0,1500000000,Q3,2020-03-13,1341439,xbrl
2021.0,1500000000,Q3,2021-03-11,1341439,xbrl
2020.0,6067000000,FY,2020-06-22,1341439,xbrl
2021.0,6067000000,FY,2021-06-21,1341439,xbrl
2022.0,6067000000,FY,2022-06-21,1341439,xbrl
2021.0,1589000000,Q1,2020-09-15,1341439,xbrl
2022.0,1589000000,Q1,2021-09-13,1341439,xbrl
2021.0,3190000000,Q2,2020-12-11,1341439,xbrl
2022.0,3190000000,Q2,2021-12-10,1341439,xbrl
2021.0,1601000000,Q2,2020-12-11,1341439,xbrl
2022.0,1601000000,Q2,2021-12-10,1341439,xbrl
2021.0,4812000000,Q3,2021-03-11,1341439,xbrl
2022.0,4812000000,Q3,2022-03-11,1341439,xbrl
2021.0,1621000000,Q3,2021-03-11,1341439,xbrl
2022.0,1621000000,Q3,2022-03-11,1341439,xbrl
2021.0,6527000000,FY,2021-06-21,1341439,xbrl
2022.0,6527000000,FY,2022-06-21,1341439,xbrl
2023.0,6527000000,FY,2023-06-20,1341439,xbrl
2022.0,1684000000,Q1,2021-09-13,1341439,xbrl
2023.0,1684000000,Q1,2022-09-13,1341439,xbrl
2022.0,3438000000,Q2,2021-12-10,1341439,xbrl
2023.0,3438000000,Q2,2022-12-13,1341439,xbrl
2022.0,1754000000,Q2,2021-12-10,1341439,xbrl
2023.0,1754000000,Q2,2022-12-13,1341439,xbrl
2022.0,5254000000,Q3,2022-03-11,1341439,xbrl
2023.0,5254000000,Q3,2023-03-10,1341439,xbrl
2022.0,1816000000,Q3,2022-03-11,1341439,xbrl
2023.0,1816000000,Q3,2023-03-10,1341439,xbrl
2022.0,7219000000,FY,2022-06-21,1341439,xbrl
2023.0,7219000000,FY,2023-06-20,1341439,xbrl
2023.0,2093000000,Q1,2022-09-13,1341439,xbrl
2023.0,4251000000,Q2,2022-12-13,1341439,xbrl
2023.0,2158000000,Q2,2022-12-13,1341439,xbrl
2023.0,6397000000,Q3,2023-03-10,1341439,xbrl
2023.0,2146000000,Q3,2023-03-10,1341439,xbrl
2023.0,8623000000,FY,2023-06-20,1341439,xbrl
2013.0,295347000,FY,2014-03-05,1108524,xbrl
2013.0,94776000,Q1,2013-05-24,1108524,xbrl
2013.0,194218000,Q2,2013-08-30,1108524,xbrl
2013.0,99442000,Q2,2013-08-30,1108524,xbrl
2013.0,308292000,Q3,2013-11-25,1108524,xbrl
2013.0,114074000,Q3,2013-11-25,1108524,xbrl
2013.0,429479000,FY,2014-03-05,1108524,xbrl
2014.0,429479000,FY,2015-03-06,1108524,xbrl
2013.0,131939000,Q1,2013-05-24,1108524,xbrl
2014.0,131939000,Q1,2014-05-30,1108524,xbrl
2013.0,280018000,Q2,2013-08-30,1108524,xbrl
2014.0,280018000,Q2,2014-08-26,1108524,xbrl
2013.0,148079000,Q2,2013-08-30,1108524,xbrl
2014.0,148079000,Q2,2014-08-26,1108524,xbrl
2013.0,450708000,Q3,2013-11-25,1108524,xbrl
2014.0,450708000,Q3,2014-11-26,1108524,xbrl
2013.0,170690000,Q3,2013-11-25,1108524,xbrl
2014.0,170690000,Q3,2014-11-26,1108524,xbrl
2013.0,623798000,FY,2014-03-05,1108524,xbrl
2014.0,623798000,FY,2015-03-06,1108524,xbrl
2015.0,623798000,FY,2016-03-07,1108524,xbrl
2014.0,188358000,Q1,2014-05-30,1108524,xbrl
2016.0,188358000,Q1,2015-05-22,1108524,xbrl
2014.0,391467000,Q2,2014-08-26,1108524,xbrl
2015.0,391467000,Q2,2015-08-25,1108524,xbrl
2014.0,203109000,Q2,2014-08-26,1108524,xbrl
2015.0,203109000,Q2,2015-08-25,1108524,xbrl
2014.0,586927000,Q3,2014-11-26,1108524,xbrl
2015.0,586927000,Q3,2015-11-20,1108524,xbrl
2014.0,195460000,Q3,2014-11-26,1108524,xbrl
2015.0,195460000,Q3,2015-11-20,1108524,xbrl
2014.0,792917000,FY,2015-03-06,1108524,xbrl
2015.0,792917000,FY,2016-03-07,1108524,xbrl
2016.0,792917000,FY,2017-03-06,1108524,xbrl
2016.0,222128000,Q1,2015-05-22,1108524,xbrl
2016.0,222128000,Q1,2016-05-20,1108524,xbrl
2015.0,456228000,Q2,2015-08-25,1108524,xbrl
2016.0,456228000,Q2,2016-09-01,1108524,xbrl
2015.0,234100000,Q2,2015-08-25,1108524,xbrl
2016.0,234100000,Q2,2016-09-01,1108524,xbrl
2015.0,695440000,Q3,2015-11-20,1108524,xbrl
2016.0,695440000,Q3,2016-11-21,1108524,xbrl
2015.0,239212000,Q3,2015-11-20,1108524,xbrl
2016.0,239212000,Q3,2016-11-21,1108524,xbrl
2015.0,946300000,FY,2016-03-07,1108524,xbrl
2016.0,946300000,FY,2017-03-06,1108524,xbrl
2017.0,946300000,FY,2018-03-09,1108524,xbrl
2016.0,260970000,Q1,2016-05-20,1108524,xbrl
2017.0,260970000,Q1,2017-05-22,1108524,xbrl
2016.0,552476000,Q2,2016-09-01,1108524,xbrl
2017.0,552476000,Q2,2017-08-25,1108524,xbrl
2016.0,291506000,Q2,2016-09-01,1108524,xbrl
2017.0,291506000,Q2,2017-08-25,1108524,xbrl
2016.0,863935000,Q3,2016-11-21,1108524,xbrl
2017.0,863935000,Q3,2017-11-22,1108524,xbrl
2016.0,311459000,Q3,2016-11-21,1108524,xbrl
2017.0,311459000,Q3,2017-11-22,1108524,xbrl
2016.0,1208127000,FY,2017-03-06,1108524,xbrl
2017.0,1208127000,FY,2018-03-09,1108524,xbrl
2018.0,1208000000,FY,2019-03-08,1108524,xbrl
2017.0,376081000,Q1,2017-05-22,1108524,xbrl
2018.0,376000000,Q1,2018-05-31,1108524,xbrl
2017.0,762528000,Q2,2017-08-25,1108524,xbrl
2018.0,763000000,Q2,2018-08-31,1108524,xbrl
2017.0,386447000,Q2,2017-08-25,1108524,xbrl
2018.0,387000000,Q2,2018-08-31,1108524,xbrl
2017.0,1156526000,Q3,2017-11-22,1108524,xbrl
2019.0,1157000000,Q3,2018-11-28,1108524,xbrl
2017.0,393998000,Q3,2017-11-22,1108524,xbrl
2019.0,394000000,Q3,2018-11-28,1108524,xbrl
2017.0,1553073000,FY,2018-03-09,1108524,xbrl
2018.0,1553000000,FY,2019-03-08,1108524,xbrl
2019.0,1553000000,FY,2020-03-05,1108524,xbrl
2018.0,424000000,Q1,2018-05-31,1108524,xbrl
2020.0,424000000,Q1,2019-06-05,1108524,xbrl
2018.0,887000000,Q2,2018-08-31,1108524,xbrl
2020.0,887000000,Q2,2019-08-23,1108524,xbrl
2018.0,463000000,Q2,2018-08-31,1108524,xbrl
2020.0,463000000,Q2,2019-08-23,1108524,xbrl
2019.0,1368000000,Q3,2018-11-28,1108524,xbrl
2020.0,1368000000,Q3,2019-12-04,1108524,xbrl
2019.0,481000000,Q3,2018-11-28,1108524,xbrl
2020.0,481000000,Q3,2019-12-04,1108524,xbrl
2018.0,1886000000,FY,2019-03-08,1108524,xbrl
2019.0,1886000000,FY,2020-03-05,1108524,xbrl
2020.0,1886000000,FY,2021-03-17,1108524,xbrl
2021.0,1886000000,FY,2021-03-17,1108524,xbrl
2020.0,554000000,Q1,2019-06-05,1108524,xbrl
2021.0,554000000,Q1,2020-06-01,1108524,xbrl
2020.0,1161000000,Q2,2019-08-23,1108524,xbrl
2021.0,1161000000,Q2,2020-08-28,1108524,xbrl
2020.0,607000000,Q2,2019-08-23,1108524,xbrl
2021.0,607000000,Q2,2020-08-28,1108524,xbrl
2020.0,1935000000,Q3,2019-12-04,1108524,xbrl
2021.0,1935000000,Q3,2020-12-04,1108524,xbrl
2020.0,774000000,Q3,2019-12-04,1108524,xbrl
2021.0,774000000,Q3,2020-12-04,1108524,xbrl
2019.0,2766000000,FY,2020-03-05,1108524,xbrl
2020.0,2766000000,FY,2021-03-17,1108524,xbrl
2021.0,2766000000,FY,2021-03-17,1108524,xbrl
2022.0,2766000000,FY,2022-03-11,1108524,xbrl
2021.0,859000000,Q1,2020-06-01,1108524,xbrl
2022.0,859000000,Q1,2021-06-02,1108524,xbrl
2021.0,1757000000,Q2,2020-08-28,1108524,xbrl
2022.0,1757000000,Q2,2021-08-27,1108524,xbrl
2021.0,898000000,Q2,2020-08-28,1108524,xbrl
2022.0,898000000,Q2,2021-08-27,1108524,xbrl
2021.0,2659000000,Q3,2020-12-04,1108524,xbrl
2022.0,2659000000,Q3,2021-12-02,1108524,xbrl
2021.0,902000000,Q3,2020-12-04,1108524,xbrl
2022.0,902000000,Q3,2021-12-02,1108524,xbrl
2020.0,3598000000,FY,2021-03-17,1108524,xbrl
2021.0,3598000000,FY,2021-03-17,1108524,xbrl
2022.0,3598000000,FY,2022-03-11,1108524,xbrl
2023.0,3598000000,FY,2023-03-08,1108524,xbrl
2022.0,951000000,Q1,2021-06-02,1108524,xbrl
2023.0,951000000,Q1,2022-06-01,1108524,xbrl
2022.0,1971000000,Q2,2021-08-27,1108524,xbrl
2023.0,1971000000,Q2,2022-08-25,1108524,xbrl
2022.0,1020000000,Q2,2021-08-27,1108524,xbrl
2023.0,1020000000,Q2,2022-08-25,1108524,xbrl
2022.0,3174000000,Q3,2021-12-02,1108524,xbrl
2023.0,3174000000,Q3,2022-12-01,1108524,xbrl
2022.0,1203000000,Q3,2021-12-02,1108524,xbrl
2023.0,1203000000,Q3,2022-12-01,1108524,xbrl
2022.0,4465000000,FY,2022-03-11,1108524,xbrl
2023.0,4465000000,FY,2023-03-08,1108524,xbrl
2023.0,1318000000,Q1,2022-06-01,1108524,xbrl
2023.0,2647000000,Q2,2022-08-25,1108524,xbrl
2023.0,1329000000,Q2,2022-08-25,1108524,xbrl
2023.0,3927000000,Q3,2022-12-01,1108524,xbrl
2023.0,1280000000,Q3,2022-12-01,1108524,xbrl
2023.0,5055000000,FY,2023-03-08,1108524,xbrl
2013.0,1453000000,FY,2014-02-18,2488,xbrl
2013.0,368000000,Q1,2013-05-06,2488,xbrl
2013.0,368000000,FY,2014-02-18,2488,xbrl
2013.0,713000000,Q2,2013-08-01,2488,xbrl
2013.0,345000000,Q2,2013-08-01,2488,xbrl
2013.0,345000000,FY,2014-02-18,2488,xbrl
2013.0,1041000000,Q3,2013-10-30,2488,xbrl
2013.0,328000000,Q3,2013-10-30,2488,xbrl
2013.0,328000000,FY,2014-02-18,2488,xbrl
2013.0,1354000000,FY,2014-02-18,2488,xbrl
2014.0,1354000000,FY,2015-02-19,2488,xbrl
2013.0,313000000,FY,2014-02-18,2488,xbrl
2013.0,312000000,Q1,2013-05-06,2488,xbrl
2013.0,312000000,FY,2014-02-18,2488,xbrl
2014.0,312000000,Q1,2014-05-01,2488,xbrl
2014.0,312000000,FY,2015-02-19,2488,xbrl
2013.0,620000000,Q2,2013-08-01,2488,xbrl
2014.0,620000000,Q2,2014-07-31,2488,xbrl
2013.0,308000000,Q2,2013-08-01,2488,xbrl
2013.0,308000000,FY,2014-02-18,2488,xbrl
2014.0,308000000,Q2,2014-07-31,2488,xbrl
2014.0,308000000,FY,2015-02-19,2488,xbrl
2013.0,908000000,Q3,2013-10-30,2488,xbrl
2014.0,908000000,Q3,2014-10-30,2488,xbrl
2013.0,288000000,Q3,2013-10-30,2488,xbrl
2013.0,288000000,FY,2014-02-18,2488,xbrl
2014.0,288000000,Q3,2014-10-30,2488,xbrl
2014.0,288000000,FY,2015-02-19,2488,xbrl
2013.0,1201000000,FY,2014-02-18,2488,xbrl
2014.0,1201000000,FY,2015-02-19,2488,xbrl
2015.0,1201000000,FY,2016-02-18,2488,xbrl
2013.0,293000000,FY,2014-02-18,2488,xbrl
2014.0,293000000,FY,2015-02-19,2488,xbrl
2014.0,279000000,Q1,2014-05-01,2488,xbrl
2014.0,279000000,FY,2015-02-19,2488,xbrl
2015.0,279000000,Q1,2015-04-29,2488,xbrl
2015.0,279000000,FY,2016-02-18,2488,xbrl
2014.0,556000000,Q2,2014-07-31,2488,xbrl
2015.0,556000000,Q2,2015-07-30,2488,xbrl
2014.0,277000000,Q2,2014-07-31,2488,xbrl
2014.0,277000000,FY,2015-02-19,2488,xbrl
2015.0,277000000,Q2,2015-07-30,2488,xbrl
2015.0,277000000,FY,2016-02-18,2488,xbrl
2014.0,834000000,Q3,2014-10-30,2488,xbrl
2015.0,834000000,Q3,2015-11-03,2488,xbrl
2014.0,278000000,Q3,2014-10-30,2488,xbrl
2014.0,278000000,FY,2015-02-19,2488,xbrl
2015.0,278000000,Q3,2015-11-03,2488,xbrl
2015.0,278000000,FY,2016-02-18,2488,xbrl
2014.0,1072000000,FY,2015-02-19,2488,xbrl
2015.0,1072000000,FY,2016-02-18,2488,xbrl
2016.0,1072000000,FY,2017-02-21,2488,xbrl
2014.0,238000000,FY,2015-02-19,2488,xbrl
2015.0,238000000,FY,2016-02-18,2488,xbrl
2015.0,242000000,Q1,2015-04-29,2488,xbrl
2015.0,242000000,FY,2016-02-18,2488,xbrl
2016.0,242000000,Q1,2016-04-28,2488,xbrl
2016.0,242000000,FY,2017-02-21,2488,xbrl
2015.0,477000000,Q2,2015-07-30,2488,xbrl
2016.0,477000000,Q2,2016-07-26,2488,xbrl
2015.0,235000000,Q2,2015-07-30,2488,xbrl
2015.0,235000000,FY,2016-02-18,2488,xbrl
2016.0,235000000,Q2,2016-07-26,2488,xbrl
2016.0,235000000,FY,2017-02-21,2488,xbrl
2015.0,718000000,Q3,2015-11-03,2488,xbrl
2016.0,718000000,Q3,2016-10-26,2488,xbrl
2015.0,241000000,Q3,2015-11-03,2488,xbrl
2015.0,241000000,FY,2016-02-18,2488,xbrl
2016.0,241000000,Q3,2016-10-26,2488,xbrl
2016.0,241000000,FY,2017-02-21,2488,xbrl
2015.0,947000000,FY,2016-02-18,2488,xbrl
2016.0,947000000,FY,2017-02-21,2488,xbrl
2017.0,947000000,FY,2018-02-27,2488,xbrl
2015.0,229000000,FY,2016-02-18,2488,xbrl
2016.0,229000000,FY,2017-02-21,2488,xbrl
2016.0,242000000,Q1,2016-04-28,2488,xbrl
2016.0,242000000,FY,2017-02-21,2488,xbrl
2017.0,242000000,Q1,2017-05-08,2488,xbrl
2017.0,242000000,FY,2018-02-27,2488,xbrl
2016.0,485000000,Q2,2016-07-26,2488,xbrl
2017.0,485000000,Q2,2017-08-03,2488,xbrl
2016.0,243000000,Q2,2016-07-26,2488,xbrl
2016.0,243000000,FY,2017-02-21,2488,xbrl
2017.0,243000000,Q2,2017-08-03,2488,xbrl
2017.0,243000000,FY,2018-02-27,2488,xbrl
2016.0,744000000,Q3,2016-10-26,2488,xbrl
2017.0,744000000,Q3,2017-11-02,2488,xbrl
2016.0,259000000,Q3,2016-10-26,2488,xbrl
2016.0,259000000,FY,2017-02-21,2488,xbrl
2017.0,259000000,Q3,2017-11-02,2488,xbrl
2017.0,259000000,FY,2018-02-27,2488,xbrl
2016.0,1008000000,FY,2017-02-21,2488,xbrl
2017.0,1008000000,FY,2018-02-27,2488,xbrl
2018.0,1008000000,FY,2019-02-08,2488,xbrl
2016.0,264000000,FY,2017-02-21,2488,xbrl
2017.0,264000000,FY,2018-02-27,2488,xbrl
2017.0,266000000,Q1,2017-05-08,2488,xbrl
2017.0,266000000,FY,2018-02-27,2488,xbrl
2018.0,271000000,Q1,2018-05-03,2488,xbrl
2018.0,271000000,FY,2019-02-08,2488,xbrl
2017.0,545000000,Q2,2017-08-03,2488,xbrl
2018.0,556000000,Q2,2018-08-02,2488,xbrl
2017.0,279000000,Q2,2017-08-03,2488,xbrl
2017.0,279000000,FY,2018-02-27,2488,xbrl
2018.0,285000000,Q2,2018-08-02,2488,xbrl
2018.0,285000000,FY,2019-02-08,2488,xbrl
2017.0,860000000,Q3,2017-11-02,2488,xbrl
2018.0,876000000,Q3,2018-10-31,2488,xbrl
2017.0,315000000,Q3,2017-11-02,2488,xbrl
2017.0,315000000,FY,2018-02-27,2488,xbrl
2018.0,320000000,Q3,2018-10-31,2488,xbrl
2018.0,320000000,FY,2019-02-08,2488,xbrl
2017.0,1160000000,FY,2018-02-27,2488,xbrl
2018.0,1196000000,FY,2019-02-08,2488,xbrl
2019.0,1196000000,FY,2020-02-04,2488,xbrl
2017.0,300000000,FY,2018-02-27,2488,xbrl
2018.0,320000000,FY,2019-02-08,2488,xbrl
2018.0,343000000,Q1,2018-05-03,2488,xbrl
2018.0,343000000,FY,2019-02-08,2488,xbrl
2019.0,343000000,Q1,2019-05-01,2488,xbrl
2019.0,343000000,FY,2020-02-04,2488,xbrl
2018.0,700000000,Q2,2018-08-02,2488,xbrl
2019.0,700000000,Q2,2019-07-31,2488,xbrl
2018.0,357000000,Q2,2018-08-02,2488,xbrl
2018.0,357000000,FY,2019-02-08,2488,xbrl
2019.0,357000000,Q2,2019-07-31,2488,xbrl
2019.0,357000000,FY,2020-02-04,2488,xbrl
2018.0,1063000000,Q3,2018-10-31,2488,xbrl
2019.0,1063000000,Q3,2019-10-30,2488,xbrl
2018.0,363000000,Q3,2018-10-31,2488,xbrl
2018.0,363000000,FY,2019-02-08,2488,xbrl
2019.0,363000000,Q3,2019-10-30,2488,xbrl
2019.0,363000000,FY,2020-02-04,2488,xbrl
2018.0,1434000000,FY,2019-02-08,2488,xbrl
2019.0,1434000000,FY,2020-02-04,2488,xbrl
2020.0,1434000000,FY,2021-01-29,2488,xbrl
2018.0,371000000,FY,2019-02-08,2488,xbrl
2019.0,371000000,FY,2020-02-04,2488,xbrl
2019.0,373000000,Q1,2019-05-01,2488,xbrl
2019.0,373000000,FY,2020-02-04,2488,xbrl
2020.0,373000000,Q1,2020-04-29,2488,xbrl
2020.0,373000000,FY,2021-01-29,2488,xbrl
2019.0,746000000,Q2,2019-07-31,2488,xbrl
2020.0,746000000,Q2,2020-07-29,2488,xbrl
2019.0,373000000,Q2,2019-07-31,2488,xbrl
2019.0,373000000,FY,2020-02-04,2488,xbrl
2020.0,373000000,Q2,2020-07-29,2488,xbrl
2020.0,373000000,FY,2021-01-29,2488,xbrl
2019.0,1152000000,Q3,2019-10-30,2488,xbrl
2020.0,1152000000,Q3,2020-10-28,2488,xbrl
2019.0,406000000,Q3,2019-10-30,2488,xbrl
2019.0,406000000,FY,2020-02-04,2488,xbrl
2020.0,406000000,Q3,2020-10-28,2488,xbrl
2020.0,406000000,FY,2021-01-29,2488,xbrl
2019.0,1547000000,FY,2020-02-04,2488,xbrl
2020.0,1547000000,FY,2021-01-29,2488,xbrl
2021.0,1547000000,FY,2022-02-03,2488,xbrl
2019.0,395000000,FY,2020-02-04,2488,xbrl
2020.0,395000000,FY,2021-01-29,2488,xbrl
2020.0,442000000,Q1,2020-04-29,2488,xbrl
2020.0,442000000,FY,2021-01-29,2488,xbrl
2021.0,442000000,Q1,2021-04-28,2488,xbrl
2020.0,902000000,Q2,2020-07-29,2488,xbrl
2021.0,902000000,Q2,2021-07-28,2488,xbrl
2020.0,460000000,Q2,2020-07-29,2488,xbrl
2020.0,460000000,FY,2021-01-29,2488,xbrl
2021.0,460000000,Q2,2021-07-28,2488,xbrl
2020.0,1410000000,Q3,2020-10-28,2488,xbrl
2021.0,1410000000,Q3,2021-10-27,2488,xbrl
2020.0,508000000,Q3,2020-10-28,2488,xbrl
2020.0,508000000,FY,2021-01-29,2488,xbrl
2021.0,508000000,Q3,2021-10-27,2488,xbrl
2020.0,1983000000,FY,2021-01-29,2488,xbrl
2021.0,1983000000,FY,2022-02-03,2488,xbrl
2022.0,1983000000,FY,2023-02-27,2488,xbrl
2020.0,573000000,FY,2021-01-29,2488,xbrl
2021.0,610000000,Q1,2021-04-28,2488,xbrl
2022.0,610000000,Q1,2022-05-04,2488,xbrl
2021.0,1269000000,Q2,2021-07-28,2488,xbrl
2022.0,1269000000,Q2,2022-08-03,2488,xbrl
2021.0,659000000,Q2,2021-07-28,2488,xbrl
2022.0,659000000,Q2,2022-08-03,2488,xbrl
2021.0,2034000000,Q3,2021-10-27,2488,xbrl
2022.0,2034000000,Q3,2022-11-02,2488,xbrl
2021.0,765000000,Q3,2021-10-27,2488,xbrl
2022.0,765000000,Q3,2022-11-02,2488,xbrl
2021.0,2845000000,FY,2022-02-03,2488,xbrl
2022.0,2845000000,FY,2023-02-27,2488,xbrl
2023.0,2845000000,FY,2024-01-31,2488,xbrl
2022.0,1060000000,Q1,2022-05-04,2488,xbrl
2023.0,1060000000,Q1,2023-05-03,2488,xbrl
2022.0,2360000000,Q2,2022-08-03,2488,xbrl
2023.0,2360000000,Q2,2023-08-02,2488,xbrl
2022.0,1300000000,Q2,2022-08-03,2488,xbrl
2023.0,1300000000,Q2,2023-08-02,2488,xbrl
2022.0,3639000000,Q3,2022-11-02,2488,xbrl
2023.0,3639000000,Q3,2023-11-01,2488,xbrl
2022.0,1279000000,Q3,2022-11-02,2488,xbrl
